zpid,imgSrc,detailUrl,streetAddress,zipcode,city,state,latitude,longitude,price,dateSold,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,isShowcaseListing,timeOnZillow,is_FSBA,datePriceChanged,priceReduction,priceChange,videoCount,is_newHome,newConstructionType,streetName,homeDetailUrl,price_to_rent_ratio
1895941,https://photos.zillowstatic.com/fp/760ff73f1840fb2bc94f41c744b7f208-p_e.jpg,/homedetails/5412-Newton-Ave-S-Minneapolis-MN-55419/1895941_zpid/,5412 Newton Ave S,55419,Minneapolis,MN,44.90463,-93.30646,505000.0,1700121600000,3.0,4.0,2340.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,519300.0,2998,False,False,RECENTLY_SOLD,505000.0,True,False,False,USD,USA,580000.0,7840.8,sqft,False,,,,,,,,,5412 Newton Ave S,https://www.zillow.com/homedetails/5412-Newton-Ave-S-Minneapolis-MN-55419/1895941_zpid/,173.21547698465645
1805495,https://photos.zillowstatic.com/fp/d2a91f2a6ee506317696ea6aae24d681-p_e.jpg,/homedetails/1942-Arthur-St-NE-Minneapolis-MN-55418/1805495_zpid/,1942 Arthur St NE,55418,Minneapolis,MN,45.009167,-93.23241,415000.0,1700035200000,2.0,3.0,2133.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,426900.0,2375,False,False,RECENTLY_SOLD,415000.0,True,False,False,USD,USA,429000.0,5662.8,sqft,False,,,,,,,,,1942 Arthur St NE,https://www.zillow.com/homedetails/1942-Arthur-St-NE-Minneapolis-MN-55418/1805495_zpid/,179.74736842105264
1897121,https://photos.zillowstatic.com/fp/0811e6528e541b59d6562c2b226b17d5-p_e.jpg,/homedetails/5923-Grass-Lake-Ter-Minneapolis-MN-55419/1897121_zpid/,5923 Grass Lake Ter,55419,Minneapolis,MN,44.89556,-93.29847,560000.0,1700035200000,2.0,4.0,2725.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,576000.0,2995,False,False,RECENTLY_SOLD,560000.0,True,False,False,USD,USA,537000.0,0.47000000000000003,acres,False,,,,,,,,,5923 Grass Lake Ter,https://www.zillow.com/homedetails/5923-Grass-Lake-Ter-Minneapolis-MN-55419/1897121_zpid/,192.32053422370618
1905987,https://photos.zillowstatic.com/fp/d3e288412110b8f9e0333bbdf069cb58-p_e.jpg,/homedetails/5809-Garfield-Ave-Minneapolis-MN-55419/1905987_zpid/,5809 Garfield Ave,55419,Minneapolis,MN,44.89749,-93.28665,495000.0,1700035200000,3.0,3.0,2004.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,509200.0,2800,False,False,RECENTLY_SOLD,495000.0,True,False,False,USD,USA,512000.0,8276.4,sqft,False,,,1695884400000.0,,-25100.0,,,,5809 Garfield Ave,https://www.zillow.com/homedetails/5809-Garfield-Ave-Minneapolis-MN-55419/1905987_zpid/,181.85714285714286
1726012,https://photos.zillowstatic.com/fp/7f6cd4859bce53fb1723afaea2ca704e-p_e.jpg,/homedetails/3700-48th-Ave-S-Minneapolis-MN-55406/1726012_zpid/,3700 48th Ave S,55406,Minneapolis,MN,44.935635,-93.205765,650000.0,1699862400000,2.0,3.0,2195.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,668900.0,3472,False,False,RECENTLY_SOLD,650000.0,True,False,False,USD,USA,608000.0,6098.4,sqft,False,,,,,,,,,3700 48th Ave S,https://www.zillow.com/homedetails/3700-48th-Ave-S-Minneapolis-MN-55406/1726012_zpid/,192.65552995391704
1828833,https://photos.zillowstatic.com/fp/01c0e6c8f10b6649b567c2bb0dcd55b0-p_e.jpg,/homedetails/4921-1st-Ave-S-Minneapolis-MN-55419/1828833_zpid/,4921 1st Ave S,55419,Minneapolis,MN,44.91339,-93.276375,480000.0,1699862400000,2.0,3.0,2359.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,494000.0,3249,False,False,RECENTLY_SOLD,480000.0,True,False,False,USD,USA,510000.0,6534.0,sqft,False,,,,,,,,,4921 1st Ave S,https://www.zillow.com/homedetails/4921-1st-Ave-S-Minneapolis-MN-55419/1828833_zpid/,152.046783625731
1838077,https://photos.zillowstatic.com/fp/533d12f8cf63c3d1bca90c9ed1194c7f-p_e.jpg,/homedetails/5124-Bryant-Ave-S-Minneapolis-MN-55419/1838077_zpid/,5124 Bryant Ave S,55419,Minneapolis,MN,44.90953,-93.29118,548500.0,1699603200000,2.0,4.0,2085.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,564800.0,2850,False,False,RECENTLY_SOLD,548500.0,True,False,False,USD,USA,638000.0,6534.0,sqft,False,,,,,,,,,5124 Bryant Ave S,https://www.zillow.com/homedetails/5124-Bryant-Ave-S-Minneapolis-MN-55419/1838077_zpid/,198.17543859649123
1849079,https://photos.zillowstatic.com/fp/5a774a93d1a18ad239ea9c38cbaff51a-p_e.jpg,/homedetails/5052-Thomas-Ave-S-Minneapolis-MN-55410/1849079_zpid/,5052 Thomas Ave S,55410,Minneapolis,MN,44.910843,-93.31413,550000.0,1699430400000,3.0,4.0,2127.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,566600.0,2875,False,False,RECENTLY_SOLD,550000.0,True,False,False,USD,USA,523000.0,5227.2,sqft,False,,,,,,,,,5052 Thomas Ave S,https://www.zillow.com/homedetails/5052-Thomas-Ave-S-Minneapolis-MN-55410/1849079_zpid/,197.0782608695652
1695742,https://photos.zillowstatic.com/fp/a83ad4b1f60b9b71356a71a4d858b456-p_e.jpg,/homedetails/3633-24th-Ave-S-Minneapolis-MN-55406/1695742_zpid/,3633 24th Ave S,55406,Minneapolis,MN,44.93649,-93.23681,448888.0,1699257600000,3.0,4.0,2428.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,462700.0,3169,False,False,RECENTLY_SOLD,448888.0,True,False,False,USD,USA,462000.0,6098.4,sqft,False,,,,,,,,,3633 24th Ave S,https://www.zillow.com/homedetails/3633-24th-Ave-S-Minneapolis-MN-55406/1695742_zpid/,146.0082044809088
1818400,https://photos.zillowstatic.com/fp/44655c073719fe86a5619106c41aa927-p_e.jpg,/homedetails/4704-14th-Ave-S-Minneapolis-MN-55407/1818400_zpid/,4704 14th Ave S,55407,Minneapolis,MN,44.91761,-93.25531,505000.0,1698994800000,2.0,4.0,2193.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,520900.0,2898,False,False,RECENTLY_SOLD,505000.0,True,False,False,USD,USA,505000.0,6534.0,sqft,False,,,,,,,,,4704 14th Ave S,https://www.zillow.com/homedetails/4704-14th-Ave-S-Minneapolis-MN-55407/1818400_zpid/,179.74465148378192
1911019,https://photos.zillowstatic.com/fp/35d61bed7b9257e61ff58e59a9a5c396-p_e.jpg,/homedetails/5504-15th-Ave-S-Minneapolis-MN-55417/1911019_zpid/,5504 15th Ave S,55417,Minneapolis,MN,44.90315,-93.25417,510000.0,1698994800000,2.0,3.0,2150.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,526000.0,2800,False,False,RECENTLY_SOLD,510000.0,True,False,False,USD,USA,497000.0,6098.4,sqft,False,,,,,,,,,5504 15th Ave S,https://www.zillow.com/homedetails/5504-15th-Ave-S-Minneapolis-MN-55417/1911019_zpid/,187.85714285714286
1748686,https://photos.zillowstatic.com/fp/8eaa389a15d49b47f9c478395278cf26-p_e.jpg,/homedetails/4416-33rd-Ave-S-Minneapolis-MN-55406/1748686_zpid/,4416 33rd Ave S,55406,Minneapolis,MN,44.922703,-93.224686,725000.0,1698908400000,4.0,4.0,3014.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,748000.0,3865,False,False,RECENTLY_SOLD,725000.0,True,False,False,USD,USA,695000.0,5662.8,sqft,False,,,,,,,,,4416 33rd Ave S,https://www.zillow.com/homedetails/4416-33rd-Ave-S-Minneapolis-MN-55406/1748686_zpid/,193.53169469598964
1818256,https://photos.zillowstatic.com/fp/5a02062914e95afca4db30804dcdc8eb-p_e.jpg,/homedetails/4749-16th-Ave-S-Minneapolis-MN-55407/1818256_zpid/,4749 16th Ave S,55407,Minneapolis,MN,44.91639,-93.25082,455000.0,1698908400000,2.0,4.0,2118.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,469400.0,2800,False,False,RECENTLY_SOLD,455000.0,True,False,False,USD,USA,431000.0,6098.4,sqft,False,,,,,,,,,4749 16th Ave S,https://www.zillow.com/homedetails/4749-16th-Ave-S-Minneapolis-MN-55407/1818256_zpid/,167.64285714285714
1696942,https://photos.zillowstatic.com/fp/1ee9366d170735264f0210c5198b40e1-p_e.jpg,/homedetails/3306-Taylor-St-NE-Minneapolis-MN-55418/1696942_zpid/,3306 Taylor St NE,55418,Minneapolis,MN,45.0279,-93.24388,455000.0,1698822000000,3.0,4.0,2020.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,469500.0,2570,False,False,RECENTLY_SOLD,455000.0,True,False,False,USD,USA,353000.0,7405.2,sqft,False,,,,,,,,,3306 Taylor St NE,https://www.zillow.com/homedetails/3306-Taylor-St-NE-Minneapolis-MN-55418/1696942_zpid/,182.68482490272373
1711605,https://photos.zillowstatic.com/fp/2b743054eb8cfb97a2c18ee9f89be8de-p_e.jpg,/homedetails/3444-Blaisdell-Ave-Minneapolis-MN-55408/1711605_zpid/,3444 Blaisdell Ave,55408,Minneapolis,MN,44.93998,-93.28021,687000.0,1698822000000,3.0,5.0,2723.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,708900.0,3661,False,False,RECENTLY_SOLD,687000.0,True,False,False,USD,USA,481000.0,6534.0,sqft,False,,,,,,1.0,,,3444 Blaisdell Ave,https://www.zillow.com/homedetails/3444-Blaisdell-Ave-Minneapolis-MN-55408/1711605_zpid/,193.63561868341984
1760497,https://photos.zillowstatic.com/fp/b67c8c9ec4f6c8677ba7b69fe3d700ff-p_e.jpg,/homedetails/4104-Beard-Ave-S-Minneapolis-MN-55410/1760497_zpid/,4104 Beard Ave S,55410,Minneapolis,MN,44.928482,-93.324326,665000.0,1698735600000,3.0,3.0,2060.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,686300.0,3544,False,False,RECENTLY_SOLD,665000.0,True,False,False,USD,USA,585000.0,5227.2,sqft,False,,,,,,,,,4104 Beard Ave S,https://www.zillow.com/homedetails/4104-Beard-Ave-S-Minneapolis-MN-55410/1760497_zpid/,193.6512415349887
1911095,https://photos.zillowstatic.com/fp/e7bf9ef9c100a99007980752ccddafcf-p_e.jpg,/homedetails/5632-15th-Ave-S-Minneapolis-MN-55417/1911095_zpid/,5632 15th Ave S,55417,Minneapolis,MN,44.900352,-93.25425,562500.0,1698735600000,3.0,3.0,2267.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,580500.0,2998,False,False,RECENTLY_SOLD,562500.0,True,False,False,USD,USA,555000.0,6534.0,sqft,False,,,,,,,,,5632 15th Ave S,https://www.zillow.com/homedetails/5632-15th-Ave-S-Minneapolis-MN-55417/1911095_zpid/,193.62908605737158
2001867,https://photos.zillowstatic.com/fp/20fd9e0152010ed593d4a43857670d97-p_e.jpg,/homedetails/2637-Bryant-Ave-S-Minneapolis-MN-55408/2001867_zpid/,2637 Bryant Ave S,55408,Minneapolis,MN,44.954437,-93.29024,640000.0,1698649200000,4.0,5.0,2516.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,660600.0,3249,False,False,RECENTLY_SOLD,640000.0,True,False,False,USD,USA,578000.0,5227.2,sqft,False,,,,,,,,,2637 Bryant Ave S,https://www.zillow.com/homedetails/2637-Bryant-Ave-S-Minneapolis-MN-55408/2001867_zpid/,203.3240997229917
98322894,https://photos.zillowstatic.com/fp/54b82006e77fbc7b4b4fbd76cdd616f0-p_e.jpg,/homedetails/2603-James-Ave-N-Minneapolis-MN-55411/98322894_zpid/,2603 James Ave N,55411,Minneapolis,MN,45.00613,-93.30099,290000.0,1698649200000,3.0,4.0,2360.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,300000.0,2795,False,False,RECENTLY_SOLD,290000.0,True,False,False,USD,USA,349000.0,6098.4,sqft,False,,,,,,,,,2603 James Ave N,https://www.zillow.com/homedetails/2603-James-Ave-N-Minneapolis-MN-55411/98322894_zpid/,107.3345259391771
67871586,https://photos.zillowstatic.com/fp/8285895412b69eeb9747465be41a343c-p_e.jpg,/homedetails/2003-Penn-Ave-N-Minneapolis-MN-55411/67871586_zpid/,2003 Penn Ave N,55411,Minneapolis,MN,44.999676,-93.308586,270000.0,1698476400000,3.0,5.0,2013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,279400.0,2695,False,False,RECENTLY_SOLD,270000.0,True,False,False,USD,USA,292000.0,5227.2,sqft,False,,,,,,,,,2003 Penn Ave N,https://www.zillow.com/homedetails/2003-Penn-Ave-N-Minneapolis-MN-55411/67871586_zpid/,103.6734693877551
1728608,https://photos.zillowstatic.com/fp/a6a35970d9d97b64df4a3ca63c1a06ec-p_e.jpg,/homedetails/3614-Vincent-Ave-N-Minneapolis-MN-55412/1728608_zpid/,3614 Vincent Ave N,55412,Minneapolis,MN,45.02097,-93.315544,292000.0,1698390000000,2.0,3.0,2051.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,301500.0,2325,False,False,RECENTLY_SOLD,292000.0,True,False,False,USD,USA,273000.0,5662.8,sqft,False,,,,,,,,,3614 Vincent Ave N,https://www.zillow.com/homedetails/3614-Vincent-Ave-N-Minneapolis-MN-55412/1728608_zpid/,129.67741935483872
1793576,https://photos.zillowstatic.com/fp/64c0cc1754c79cb4c78f7c952fe1cb75-p_e.jpg,/homedetails/2308-7th-St-NE-Minneapolis-MN-55418/1793576_zpid/,2308 7th St NE,55418,Minneapolis,MN,45.0114,-93.258316,385000.0,1698390000000,2.0,3.0,2126.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,397400.0,2400,False,False,RECENTLY_SOLD,385000.0,True,False,False,USD,USA,437000.0,6969.6,sqft,False,,,,,,,,,2308 7th St NE,https://www.zillow.com/homedetails/2308-7th-St-NE-Minneapolis-MN-55418/1793576_zpid/,165.58333333333334
1895286,https://photos.zillowstatic.com/fp/aba5a95e645001ca91fdf2bb48e4f728-p_e.jpg,/homedetails/5412-Girard-Ave-S-Minneapolis-MN-55419/1895286_zpid/,5412 Girard Ave S,55419,Minneapolis,MN,44.904594,-93.29757,470000.0,1698390000000,2.0,3.0,2057.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,485300.0,2850,False,False,RECENTLY_SOLD,470000.0,True,False,False,USD,USA,520000.0,5227.2,sqft,False,,,,,,,,,5412 Girard Ave S,https://www.zillow.com/homedetails/5412-Girard-Ave-S-Minneapolis-MN-55419/1895286_zpid/,170.28070175438597
1897921,https://photos.zillowstatic.com/fp/efef1635dc7a55034fdf4be1a892ca4c-p_e.jpg,/homedetails/1518-8th-Ave-N-Minneapolis-MN-55411/1897921_zpid/,1518 8th Ave N,55411,Minneapolis,MN,44.986504,-93.30078,294000.0,1698390000000,3.0,4.0,2191.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,303600.0,2800,False,False,RECENTLY_SOLD,294000.0,True,False,False,USD,USA,235000.0,8276.4,sqft,False,,,,,,,,,1518 8th Ave N,https://www.zillow.com/homedetails/1518-8th-Ave-N-Minneapolis-MN-55411/1897921_zpid/,108.42857142857143
1773199,https://photos.zillowstatic.com/fp/1fa0480e865223c12030cebf9287ed97-p_e.jpg,/homedetails/3523-James-Ave-N-Minneapolis-MN-55412/1773199_zpid/,3523 James Ave N,55412,Minneapolis,MN,45.019287,-93.30101,308000.0,1698303600000,2.0,6.0,2476.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,318100.0,2980,False,False,RECENTLY_SOLD,308000.0,True,False,False,USD,USA,306000.0,5227.2,sqft,False,,,,,,,,,3523 James Ave N,https://www.zillow.com/homedetails/3523-James-Ave-N-Minneapolis-MN-55412/1773199_zpid/,106.74496644295301
1728472,https://photos.zillowstatic.com/fp/c1b8ac97eea1f8f1357332b91a5618cc-p_e.jpg,/homedetails/3922-Washburn-Ave-N-Minneapolis-MN-55412/1728472_zpid/,3922 Washburn Ave N,55412,Minneapolis,MN,45.0266,-93.316956,418000.0,1698217200000,2.0,3.0,2026.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,431600.0,2199,False,False,RECENTLY_SOLD,418000.0,True,False,False,USD,USA,320000.0,5227.2,sqft,False,,,,,,,,,3922 Washburn Ave N,https://www.zillow.com/homedetails/3922-Washburn-Ave-N-Minneapolis-MN-55412/1728472_zpid/,196.27103228740336
1759105,https://photos.zillowstatic.com/fp/09fa8c9c2ff2ff20a2ff2d03aa300818-p_e.jpg,/homedetails/4735-Folwell-Dr-Minneapolis-MN-55406/1759105_zpid/,4735 Folwell Dr,55406,Minneapolis,MN,44.93007,-93.20486,605000.0,1698217200000,3.0,4.0,2388.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,624900.0,3175,False,False,RECENTLY_SOLD,605000.0,True,False,False,USD,USA,597000.0,6534.0,sqft,False,,,,,,,,,4735 Folwell Dr,https://www.zillow.com/homedetails/4735-Folwell-Dr-Minneapolis-MN-55406/1759105_zpid/,196.8188976377953
1747153,https://photos.zillowstatic.com/fp/64613f8632cbf299984b0a576966aa52-p_e.jpg,/homedetails/3817-43rd-Ave-S-Minneapolis-MN-55406/1747153_zpid/,3817 43rd Ave S,55406,Minneapolis,MN,44.9337,-93.21113,394655.0,1698130800000,2.0,3.0,2095.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,407700.0,2749,False,False,RECENTLY_SOLD,394655.0,True,False,False,USD,USA,291000.0,5227.2,sqft,False,,,,,,,,,3817 43rd Ave S,https://www.zillow.com/homedetails/3817-43rd-Ave-S-Minneapolis-MN-55406/1747153_zpid/,148.30847580938524
1773278,https://photos.zillowstatic.com/fp/09ef5d8e0d28b0cf0390f4ae65b7ffbf-p_e.jpg,/homedetails/3405-Humboldt-Ave-N-Minneapolis-MN-55412/1773278_zpid/,3405 Humboldt Ave N,55412,Minneapolis,MN,45.017002,-93.298485,380000.0,1698130800000,2.0,3.0,3334.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,392600.0,2996,False,False,RECENTLY_SOLD,380000.0,True,False,False,USD,USA,305000.0,0.26,acres,False,,,,,,,,,3405 Humboldt Ave N,https://www.zillow.com/homedetails/3405-Humboldt-Ave-N-Minneapolis-MN-55412/1773278_zpid/,131.04138851802404
1837032,https://photos.zillowstatic.com/fp/9d280ba4ada8c63c78d4dbb4f97c6e4b-p_e.jpg,/homedetails/4812-Lyndale-Ave-S-Minneapolis-MN-55419/1837032_zpid/,4812 Lyndale Ave S,55419,Minneapolis,MN,44.915386,-93.28873,445000.0,1698130800000,2.0,5.0,2355.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,447500.0,3234,False,False,RECENTLY_SOLD,445000.0,True,False,False,USD,USA,441000.0,7405.2,sqft,False,,,,,,,,,4812 Lyndale Ave S,https://www.zillow.com/homedetails/4812-Lyndale-Ave-S-Minneapolis-MN-55419/1837032_zpid/,138.37353123067408
1849364,https://photos.zillowstatic.com/fp/67549cbc691c5999a3bb69dcb910eb3d-p_e.jpg,/homedetails/5208-Washburn-Ave-S-Minneapolis-MN-55410/1849364_zpid/,5208 Washburn Ave S,55410,Minneapolis,MN,44.908424,-93.31793,480000.0,1698130800000,2.0,3.0,2284.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,495900.0,3194,False,False,RECENTLY_SOLD,480000.0,True,False,False,USD,USA,524000.0,5662.8,sqft,False,,,,,,,,,5208 Washburn Ave S,https://www.zillow.com/homedetails/5208-Washburn-Ave-S-Minneapolis-MN-55410/1849364_zpid/,155.2598622417032
1720029,https://photos.zillowstatic.com/fp/2195b1b2542e286c981fefb4a68c225e-p_e.jpg,/homedetails/3601-Newton-Ave-N-Minneapolis-MN-55412/1720029_zpid/,3601 Newton Ave N,55412,Minneapolis,MN,45.020798,-93.2977,290000.0,1698044400000,2.0,4.0,2530.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,299500.0,2500,False,False,RECENTLY_SOLD,290000.0,True,False,False,USD,USA,297000.0,6969.6,sqft,False,,,,,,,,,3601 Newton Ave N,https://www.zillow.com/homedetails/3601-Newton-Ave-N-Minneapolis-MN-55412/1720029_zpid/,119.8
1873569,https://photos.zillowstatic.com/fp/2eb23c88d6ac753d14f20fe4ba7fdc8f-p_e.jpg,/homedetails/5649-45th-Ave-S-Minneapolis-MN-55417/1873569_zpid/,5649 45th Ave S,55417,Minneapolis,MN,44.90031,-93.20856,625000.0,1698044400000,4.0,4.0,2941.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,645800.0,3449,False,False,RECENTLY_SOLD,625000.0,True,False,False,USD,USA,626000.0,5227.2,sqft,False,,,,,,,,,5649 45th Ave S,https://www.zillow.com/homedetails/5649-45th-Ave-S-Minneapolis-MN-55417/1873569_zpid/,187.24267903740216
1718855,https://photos.zillowstatic.com/fp/1a157572137695522176536a24c2db53-p_e.jpg,/homedetails/4322-Emerson-Ave-N-Minneapolis-MN-55412/1718855_zpid/,4322 Emerson Ave N,55412,Minneapolis,MN,45.034203,-93.294174,340000.0,1697785200000,3.0,4.0,2428.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,351500.0,2545,False,False,RECENTLY_SOLD,340000.0,True,False,False,USD,USA,320000.0,8276.4,sqft,False,,,,,,,,,4322 Emerson Ave N,https://www.zillow.com/homedetails/4322-Emerson-Ave-N-Minneapolis-MN-55412/1718855_zpid/,138.1139489194499
1762369,https://photos.zillowstatic.com/fp/f07cec7a9bff13d782c81624ec4ec1c3-p_e.jpg,/homedetails/3258-Upton-Ave-N-Minneapolis-MN-55412/1762369_zpid/,3258 Upton Ave N,55412,Minneapolis,MN,45.01494,-93.3143,305000.0,1697785200000,2.0,3.0,2667.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,316200.0,2700,False,False,RECENTLY_SOLD,305000.0,True,False,False,USD,USA,315000.0,6969.6,sqft,False,,,,,,,,,3258 Upton Ave N,https://www.zillow.com/homedetails/3258-Upton-Ave-N-Minneapolis-MN-55412/1762369_zpid/,117.11111111111111
1805286,https://photos.zillowstatic.com/fp/6a4bb309b05a7c7a6d8439516795e8da-p_e.jpg,/homedetails/2331-Arthur-St-NE-Minneapolis-MN-55418/1805286_zpid/,2331 Arthur St NE,55418,Minneapolis,MN,45.012295,-93.23164,405000.0,1697785200000,2.0,3.0,2025.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,418600.0,2294,False,False,RECENTLY_SOLD,405000.0,True,False,False,USD,USA,385000.0,5227.2,sqft,False,,,,,,,,,2331 Arthur St NE,https://www.zillow.com/homedetails/2331-Arthur-St-NE-Minneapolis-MN-55418/1805286_zpid/,182.4760244115083
1861031,https://photos.zillowstatic.com/fp/5946bfdcd89a00f3c2390f7bc584493a-p_e.jpg,/homedetails/5301-31st-Ave-S-Minneapolis-MN-55417/1861031_zpid/,5301 31st Ave S,55417,Minneapolis,MN,44.906914,-93.22697,410000.0,1697785200000,2.0,3.0,2347.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,423800.0,2999,False,False,RECENTLY_SOLD,410000.0,True,False,False,USD,USA,394000.0,6534.0,sqft,False,,,,,,,,,5301 31st Ave S,https://www.zillow.com/homedetails/5301-31st-Ave-S-Minneapolis-MN-55417/1861031_zpid/,141.3137712570857
1887455,https://photos.zillowstatic.com/fp/3d2a8f598ea025c30332426cd31e57c2-p_e.jpg,/homedetails/1024-Upton-Ave-N-Minneapolis-MN-55411/1887455_zpid/,1024 Upton Ave N,55411,Minneapolis,MN,44.988663,-93.31435,325000.0,1697785200000,2.0,4.0,2930.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,335900.0,3200,False,False,RECENTLY_SOLD,325000.0,True,False,False,USD,USA,388000.0,8712.0,sqft,False,,,,,,,,,1024 Upton Ave N,https://www.zillow.com/homedetails/1024-Upton-Ave-N-Minneapolis-MN-55411/1887455_zpid/,104.96875
1819488,https://photos.zillowstatic.com/fp/81e65ae24d61bbe318986f783146cb8d-p_e.jpg,/homedetails/5127-Elliot-Ave-Minneapolis-MN-55417/1819488_zpid/,5127 Elliot Ave,55417,Minneapolis,MN,44.910107,-93.26102,597000.0,1697698800000,3.0,5.0,2255.0,SINGLE_FAMILY,PENDING,-1,False,False,612100.0,2999,False,False,,597000.0,True,False,False,USD,USA,446000.0,5227.2,sqft,False,,True,,,,,,,5127 Elliot Ave,https://www.zillow.com/homedetails/5127-Elliot-Ave-Minneapolis-MN-55417/1819488_zpid/,204.1013671223741
1860044,https://photos.zillowstatic.com/fp/0e9680a667b2ca881a672444ee4a1128-p_e.jpg,/homedetails/4600-35th-Ave-S-Minneapolis-MN-55406/1860044_zpid/,4600 35th Ave S,55406,Minneapolis,MN,44.91954,-93.22203,475000.0,1697612400000,3.0,3.0,2279.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,491100.0,3169,False,False,RECENTLY_SOLD,475000.0,True,False,False,USD,USA,391000.0,5227.2,sqft,False,,,,,,,,,4600 35th Ave S,https://www.zillow.com/homedetails/4600-35th-Ave-S-Minneapolis-MN-55406/1860044_zpid/,154.97002208898706
1912417,https://photos.zillowstatic.com/fp/ab645c1e501a2483a60974f9bd82421b-p_e.jpg,/homedetails/6020-Oakland-Ave-Minneapolis-MN-55417/1912417_zpid/,6020 Oakland Ave,55417,Minneapolis,MN,44.89352,-93.2669,425000.0,1697612400000,2.0,4.0,2062.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,439400.0,2800,False,False,RECENTLY_SOLD,425000.0,True,False,False,USD,USA,398000.0,5662.8,sqft,False,,,,,,,,,6020 Oakland Ave,https://www.zillow.com/homedetails/6020-Oakland-Ave-Minneapolis-MN-55417/1912417_zpid/,156.92857142857142
1811771,https://photos.zillowstatic.com/fp/7dbe48b7a6488ddb945a0e6d64e888ba-p_e.jpg,/homedetails/5019-30th-Ave-S-Minneapolis-MN-55417/1811771_zpid/,5019 30th Ave S,55417,Minneapolis,MN,44.911907,-93.22933,735000.0,1697526000000,5.0,5.0,3142.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,760100.0,3907,False,False,RECENTLY_SOLD,735000.0,True,False,False,USD,USA,727000.0,5227.2,sqft,False,,,,,,,,,5019 30th Ave S,https://www.zillow.com/homedetails/5019-30th-Ave-S-Minneapolis-MN-55417/1811771_zpid/,194.54824673662657
1895656,https://photos.zillowstatic.com/fp/bd32f64bf23fe2e9edf71c49e876b3b0-p_e.jpg,/homedetails/5705-Colfax-Ave-S-Minneapolis-MN-55419/1895656_zpid/,5705 Colfax Ave S,55419,Minneapolis,MN,44.89937,-93.291756,525000.0,1697526000000,2.0,5.0,2260.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,542900.0,3200,False,False,RECENTLY_SOLD,525000.0,True,False,False,USD,USA,485000.0,6534.0,sqft,False,,,,,,,,,5705 Colfax Ave S,https://www.zillow.com/homedetails/5705-Colfax-Ave-S-Minneapolis-MN-55419/1895656_zpid/,169.65625
